Leamy, Michael Joseph, PhD in Mechanical Engineering – University of Michigan–Ann Arbor, Assistant Professor, Woodruff School of Mechanical Engineering
Lebanon, Guy, PhD in Computer Science – Carnegie Mellon University, Assistant Professor, School of Computational Science and Engineering
Lee, Chin–Hui, PhD in Electrical Engineering – University of Washington–Seattle, Professor, School of Electrical and Computer Engineering
Lee, Eva K., PhD in Applied Mathematics – Rice University, Professor, Stewart School of Industrial and Systems Engineering
Lee, Hsien–Hsin Sean, PhD in Computer Science – University of Michigan–Ann Arbor, Associate Professor, School of Electrical and Computer Engineering
Lee, Jay H., PhD in Chemical Engineering – California Institute of Technology, Professor, School of Chemical and Biomolecular Engineering
Lee, Kok–Meng, PhD in Mechanical Engineering – Massachusetts Institute of Technology, Professor, Woodruff School of Mechanical Engineering
Leon, Roberto T., PhD in Civil Engineering – University of Texas–Austin, Professor, School of Civil and Environmental Engineering
Leonard, John, PhD in Civil Engineering – University of California–Irvine, Associate Dean, College of Engineering
Li, Geoffrey Ye, PhD in Electrical Engineering – Auburn University, Professor, Woodruff School of Mechanical Engineering
Li, Mo, PhD in Applied Physics – California Institute of Technology, Professor, School of Materials Science and Engineering
Liang, Steven Y., PhD in Mechanical Engineering – University of California–Berkeley, Professor, Woodruff School of Mechanical Engineering
Lieuwen, Timothy Charles, PhD in Mechanical Engineering – Georgia Institute of Technology, Professor, Guggenheim School of Aerospace Engineering
Lim, Sung–Kyu, PhD in Computer and Information Science – University of California–Los Angeles, Associate Professor, School of Electrical and Computer Engineering
Lindsey, Stanley, PhD in Civil Engineering – Vanderbilt University, Professor of the Practice, School of Civil and Environmental Engineering
Lipkin, Harvey, PhD in Mechanical Engineering – University of Florida, Associate Professor, Woodruff School of Mechanical Engineering
Liu, Cheng–Yun Karen, PhD in Computer Science and Engineering – University of Washington, Assistant Professor, School of Interactive Computing
Liu, Meilin, PhD in Materials Engineering – University of California–Berkeley, Regents' Professor, School of Materials Science and Engineering
Loewy, Robert G., PhD in Engineering Mechanics – University of Pennsylvania, Professor, Guggenheim School of Aerospace Engineering
Lohmann, Jack R., PhD in Industrial/Manufacturing Engineering – Stanford University, Vice Provost, Provost and Executive Vice President Academic Affairs
Lu, Hang, PhD in Chemical Engineering – Massachusetts Institute of Technology, Associate Professor, School of Chemical and Biomolecular Engineering
Lu, Jye–Chyi, PhD in Mathematical Statistics – University of Wisconsin–Madison, Professor, Stewart School of Industrial and Systems Engineering
Ludovice, Peter J., PhD in Chemical Engineering – Massachusetts Institute of Technology, Associate Professor, School of Chemical and Biomolecular Engineering
Luo, Jian, PhD in Hydrology – Stanford University, Assistant Professor, School of Civil and Environmental Engineering
Ma, Xiaoli, PhD in Electrical Engineering – University of Minnesota–Twin Cities, Associate Professor, School of Electrical and Computer Engineering
Madisetti, Vijay K., PhD in Computer Engineering – University of California–Berkeley, Professor, School of Electrical and Computer Engineering
Marsolan, Norman, PhD in Chemical Engineering – Louisiana State University, Professor of Practice, Institute of Paper Science and Technology
Mavris, Dimitri, PhD in Aerospace Engineering – Georgia Institute of Technology, Professor, Guggenheim School of Aerospace Engineering
May, Gary S., PhD in Electrical Engineering – University of California–Berkeley, Dean, College of Engineering
Mayne, Paul W., PhD in Civil Engineering – Cornell University, Professor, School of Civil and Environmental Engineering
Mayor, James Rhett, PhD in Mechanical Engineering – University of Natal–Durban, Assistant Professor, Woodruff School of Mechanical Engineering
McClellan, James H., PhD in Electrical Engineering – Rice University, Professor, School of Electrical and Computer Engineering
McDevitt, Todd C., PhD in Bioengineering and Biomedical Engineering – Princeton University, Associate Professor, Coulter Department of Biomedical Engineering (Tech/Emory)
McDowell, David L., PhD in Mechanical Engineering – University of Illinois–Chicago, Regents' Professor, Woodruff School of Mechanical Engineering
McGinnis, Leon F., PhD in Industrial/Manufacturing Engineering – North Carolina State University, Professor, Stewart School of Industrial and Systems Engineering
McIntire, Larry Vern, PhD in Chemical Engineering – Princeton University, Chair, Coulter Department of Biomedical Engineering (Tech/Emory)
McLaughlin, Steven W., PhD in Electrical Engineering – University of Michigan–Ann Arbor, Vice Provost International Initiatives, School of Electrical and Computer Engineering
Mei, Yajun, PhD in Mathematics – California Institute of Technology, Assistant Professor, Stewart School of Industrial and Systems Engineering
Meindl, James D., PhD in Electrical Engineering – Carnegie Mellon University, Professor, School of Electrical and Computer Engineering
Meliopoulos, A P., PhD in Electrical Engineering – Georgia Institute of Technology, Professor, School of Electrical and Computer Engineering
Melkote, Shreyes N., PhD in Mechanical Engineering – Michigan Technological University, Professor, Woodruff School of Mechanical Engineering
Menon, Suresh, PhD in Aerospace Engineering – University of Maryland College Park, Professor, Guggenheim School of Aerospace Engineering
Meredith, James Carson, PhD in Chemical Engineering – University of Texas–Austin, Associate Professor, School of Chemical and Biomolecular Engineering
Meyer, Michael D., PhD in Civil Engineering – Massachusetts Institute of Technology, Professor, School of Civil and Environmental Engineering
Michaels, Jennifer E., PhD in Applied Mechanics – Cornell University, Associate Professor, School of Electrical and Computer Engineering
Michaels, Thomas E., PhD in Physics – Washington State University, Professor of the Practice, School of Electrical and Computer Engineering
Mikolowsky, William T., PhD in Aerospace Engineering – Georgia Institute of Technology, Professor of the Practice, Guggenheim School of Aerospace Engineering
Milam, Valeria Tohver, PhD in Materials Science – University of Illinois–Urbana Champaign, Assistant Professor, School of Materials Science and Engineering
Milor, Linda S., PhD in Electrical Engineering – University of California–Berkeley, Associate Professor, School of Electrical and Computer Engineering
Monteiro, Renato D.C.., PhD in Industrial/Manufacturing Engineering – University of California–Berkeley, Professor, Stewart School of Industrial and Systems Engineering
Mooney, Vincent, PhD in Electrical Engineering – Stanford University, Associate Professor, School of Electrical and Computer Engineering
Moore, Elliot, PhD in Electrical Engineering – Georgia Institute of Technology, Associate Professor, School of Electrical and Computer Engineering
Muhanna, Rafi L., PhD in Civil Engineering, General –Higher Institute for Structure and Architecture, Associate Professor, School of Civil and Environmental Engineering
Mukhopadhyay, Saibal, PhD in Electrical Engineering – Purdue University, Assistant Professor, School of Electrical and Computer Engineering
Mulholland, James A., PhD in Chemical Engineering – Massachusetts Institute of Technology, Professor, School of Civil and Environmental Engineering
Murthy, Niren, PhD in Bioengineering and Biomedical Engineering – University of Washington, Associate Professor, Coulter Department of Biomedical Engineering (Tech/Emory)
Naeemi, Azad J., PhD in Electrical Engineering – Georgia Institute of Technology, Assistant Professor, School of Electrical and Computer Engineering
Nair, Sankar, PhD in Chemical Engineering – University of Massachusetts–Amherst, Associate Professor, School of Chemical and Biomolecular Engineering
Navathe, Shamkant B., PhD in Industrial and Ops Engineering – University of Michigan–Ann Arbor, Professor, School of Computer Science
Neitzel, G Paul, PhD in Mechanical Engineering – Johns Hopkins University, Associate Chair, Woodruff School of Mechanical Engineering
Nemhauser, George L., PhD in Operations Research – Northwestern University, Professor, Stewart School of Industrial and Systems Engineering
Nemirovski, Arkadi S., PhD in Mathematics – Moscow State University, Professor, Stewart School of Industrial and Systems Engineering
Nenes, Athanasios, PhD in Chemical Engineering – California Institute of Technology, Associate Professor, School of Earth and Atmospheric Sciences
Neu, Richard W., PhD in Mechanical Engineering – University of Illinois–Urbana Champaign, Professor, Woodruff School of Mechanical Engineering
Ougazzaden, Abdallah, PhD in Materials Science – University of Paris VII, Professor, School of Electrical and Computer Engineering
Owen, Henry L., PhD in Electrical Engineering – Georgia Institute of Technology, Professor, School of Electrical and Computer Engineering
Pande, Santosh, PhD in Computer Engineering – North Carolina State University, Associate Professor, School of Computer Science
Papapolymerou, Ioannis, PhD in Electrical Engineering – University of Michigan–Ann Arbor, Professor, School of Electrical and Computer Engineering
Papastavridis, John G., PhD in Engineering Science – Purdue University, Associate Professor, Woodruff School of Mechanical Engineering
Paredis, Christiaan Jos Jan, PhD in Electrical Engineering – Carnegie Mellon University, Associate Professor, Woodruff School of Mechanical Engineering
Park, Haesun, PhD in Computer Science – Cornell University, Professor, School of Computational Science and Engineering
Parker, Robert G., PhD in Engineering – Kansas State University, Associate Chair, Stewart School of Industrial and Systems Engineering
Pavlostathis, Spyros G., PhD in Environmental/Environmental – Cornell University, Professor, School of Civil and Environmental Engineering
Peterson, Andrew F., PhD in Electrical Engineering – University of Illinois–Urbana Champaign, Associate Chair, School of Electrical and Computer Engineering
Petrovic, Bojan, PhD in Nuclear Engineering – Pennsylvania State University, Professor, Woodruff School of Mechanical Engineering
Pierron, Olivier N., PhD in Materials Engineering – Pennsylvania State University, Assistant Professor, Woodruff School of Mechanical Engineering
Platt, Manu Omar, PhD in Biomedical Engineering – Georgia Institute of Technology, Assistant Professor, Coulter Department of Biomedical Engineering (Tech/Emory)
Potter, Steven M., PhD in Biological Science – University of California–Irvine, Associate Professor, Coulter Department of Biomedical Engineering (Tech/Emory)
Prasad, J V R., PhD in Aeronautical Engineering – Georgia Institute of Technology, Professor, Guggenheim School of Aerospace Engineering
Prausnitz, Mark R., PhD in Chemical Engineering – Massachusetts Institute of Technology, Professor, School of Chemical and Biomolecular Engineering
Pritchett, Amy R., SCD in Aerospace Engineering – Massachusetts Institute of Technology, Associate Professor, Stewart School of Industrial and Systems Engineering
Rahnema, Farzad, PhD in Nuclear Engineering – University of California–Los Angeles, Associate Chair, Woodruff School of Mechanical Engineering
Ralph, Stephen E., PhD in Electrical Engineering – Cornell University, Professor, School of Electrical and Computer Engineering
Realff, Mary Lynn, PhD in Mechanical Engineering – Massachusetts Institute of Technology, Associate Professor, School of Materials Science and Engineering
Realff, Matthew J., PhD in Chemical Engineering – Massachusetts Institute of Technology, Associate Professor, School of Chemical and Biomolecular Engineering
Rehg, James Matthew, PhD in Electrical and Computer Engineering – Carnegie Mellon University, Professor, School of Interactive Computing
Reichmanis, Elsa, PhD in Chemistry – Syracuse University, Professor, School of Chemical and Biomolecular Engineering
Reveliotis, Spiridon A., PhD in Industrial/Manufacturing Engineering – University of Illinois–Urbana Champaign, Professor, Stewart School of Industrial and Systems Engineering
Riley, George F., PhD in Computer Science – Georgia Institute of Technology, Associate Professor, School of Electrical and Computer Engineering
Rimoli, Julian, PhD in Aerospace Engineering – California Institute of Technology, Assistant Professor, Guggenheim School of Aerospace Engineering
Rincon–Mora, Gabriel A., PhD in Electrical Engineering – Georgia Institute of Technology, Associate Professor, School of Electrical and Computer Engineering
Rix, Glenn J., PhD in Civil Engineering – University of Texas–Austin, Professor, School of Civil and Environmental Engineering
Roberts, Philip J W., PhD in Environmental/Environmental He – California Institute of Technology, Professor, School of Civil and Environmental Engineering
Rogers, Peter, PhD in Physics – Brown University, Professor, Woodruff School of Mechanical Engineering
Rohatgi, Ajeet, PhD in Metallurgical Engineering – Lehigh University, Regents' Professor, School of Electrical and Computer Engineering
Romberg, Justin Keith, PhD in Electrical Engineering – Rice University, Assistant Professor, School of Electrical and Computer Engineering
Rosen, David W., PhD in Mechanical Engineering – University of Massachusetts–Amherst, Associate Chair, Woodruff School of Mechanical Engineering
Rossignac, Jaroslaw R., PhD in Electrical Engineering – University of Rochester, Professor, School of Interactive Computing
Rouse, William, PhD in Mechanical Engineering – Massachusetts Institute of Technology, Professor, Stewart School of Industrial and Systems Engineering
Rousseau, Ronald W., PhD in Chemical Engineering – Louisiana State University, Chair, School of Chemical and Biomolecular Engineering
Rozell, Christopher John, PhD in Electrical Engineering – Rice University, Assistant Professor, School of Electrical and Computer Engineering
Ruffin, Stephen M., PhD in Aerospace Engineering – Stanford University, Associate Professor, Guggenheim School of Aerospace Engineering
Russell, Armistead G., PhD in Civil Engineering – California Institute of Technology, Professor, School of Civil and Environmental Engineering
Russell, Ryan P., PhD in Aerospace Engineering – University of Texas–Austin, Assistant Professor, Guggenheim School of Aerospace Engineering
Ruzzene, Massimo, PhD in Applied Mechanics – Politecnico de Torino (Italy), Associate Professor, Guggenheim School of Aerospace Engineering
Ryherd, Erica Eileen, PhD in Architecture – University of Nebraska, Assistant Professor, Woodruff School of Mechanical Engineering
Sabra, Karim G., PhD in Mechanical Engineering – University of Michigan–Ann Arbor, Assistant Professor, Woodruff School of Mechanical Engineering
Sadegh, Nader, PhD in Mechanical Engineering – University of California–Berkeley, Associate Professor, Woodruff School of Mechanical Engineering
Salant, Richard F., PhD in Mechanical Engineering – Massachusetts Institute of Technology, Professor, Woodruff School of Mechanical Engineering
Saleh, Joseph Homer, PhD in Aerospace Engineering – Massachusetts Institute of Technology, Associate Professor, Guggenheim School of Aerospace Engineering
Sambanis, Athanassios, PhD in Chemical Engineering – University of Minnesota–Twin Cities, Professor, School of Chemical and Biomolecular Engineering
Sanders, Thomas H B., PhD in Metallurgical Engineering – Georgia Institute of Technology, Regents' Professor, School of Materials Science and Engineering
Sandhage, Kenneth H.., PhD in Ceramic Sciences and Engineering – Massachusetts Institute of Technology, Professor, School of Materials Science and Engineering
Sankar, Lakshmi N., PhD in Aerospace Engineering – Georgia Institute of Technology, Associate Chair, Guggenheim School of Aerospace Engineering
Santamarina, Juan C., PhD in Civil Engineering – Purdue University, Professor, School of Civil and Environmental Engineering
Santangelo, Philip J., PhD in Engineering – University of California–Davis, Assistant Professor, Coulter Department of Biomedical Engineering (Tech/Emory)
Savelsbergh, Mathieu W., PhD in Operations Research – Netherlands School of Business, Professor, Stewart School of Industrial and Systems Engineering
Schimmel, David E., PhD in Electrical Engineering – Cornell University, Associate Professor, School of Electrical and Computer Engineering
Schrage, Daniel P., DSC in Mechanical Engineering – Washington University, Professor, Guggenheim School of Aerospace Engineering
Scott, David W., PhD in Civil Engineering – Georgia Institute of Technology, Associate Professor, School of Civil and Environmental Engineering
Scott, Waymond R., PhD in Electrical Engineering – Georgia Institute of Technology, Professor, School of Electrical and Computer Engineering
Seitzman, Jerry M., PhD in Mechanical Engineering – Stanford University, Professor, Guggenheim School of Aerospace Engineering
Serban, Nicoleta, PhD in Statistics – Carnegie Mellon University, Assistant Professor, Stewart School of Industrial and Systems Engineering
Sewer, Marion B., PhD in Biomedical Engineering – Emory University, Associate Professor, School of Biology
Shamma, Jeff S., PhD in Systems Engineering – Massachusetts Institute of Technology, Professor, School of Electrical and Computer Engineering
Shapiro, Alexander, PhD in Applied Mathematics – Ben Gurion University of the Negev, Professor, Stewart School of Industrial and Systems Engineering
Shen, Shyh–Chiang, PhD in Electrical Engineering – University of Illinois–Urbana Champaign, Assistant Professor, School of Electrical and Computer Engineering
Shi, Jianjun Jan, PhD in Mechanical Engineering – University of Michigan–Ann Arbor, Professor, Stewart School of Industrial and Systems Engineering
Shofner, Meisha Lei, PhD in Materials Science – Rice University, Assistant Professor, School of Materials Science and Engineering
Sholl, David S., PhD in Applied Mathematics – University of Colorado, Boulder, Professor, School of Chemical and Biomolecular Engineering
Sievers, Carsten, PhD in Chemistry – Technical University of Munich, Assistant Professor, School of Chemical and Biomolecular Engineering
Singh, Preet M., PhD in Metallurgical Engineering – University of Newcastle On Tyne, Professor, School of Materials Science and Engineering
Singhose, William E., PhD in Mechanical Engineering – Massachusetts Institute of Technology, Associate Professor, Woodruff School of Mechanical Engineering
Sitaraman, Suresh K., PhD in Mechanical Engineering – The Ohio State University, Professor, Woodruff School of Mechanical Engineering
Sivakumar, Raghupathy, PhD in Computer and Information Science – University of Illinois–Urbana Champaign, Professor, School of Electrical and Computer Engineering
Sjoden, Glenn, PhD in Nuclear Engineering – Pennsylvania State University, Professor, Woodruff School of Mechanical Engineering
Smith, Glenn S., PhD in Applied Physics – Harvard University, Regents' Professor, School of Electrical and Computer Engineering
Smith, Marc K., PhD in Applied Mathematics – Northwestern University, Professor, Woodruff School of Mechanical Engineering
Smith, Marilyn J., PhD in Aerospace Engineering – Georgia Institute of Technology, Associate Professor, Guggenheim School of Aerospace Engineering
Snyder, Robert L., PhD in Physical Chemistry – Fordham University, Chair, School of Materials Science and Engineering
Sokol, Joel S., PhD in Operations Research – Massachusetts Institute of Technology, Associate Professor, Stewart School of Industrial and Systems Engineering
Spain, Jim C., DSC in MicroBiology/Bacteriology – University of Texas–Austin, Professor, School of Civil and Environmental Engineering
Spencer, David, MS in Aerospace Engineering – Purdue University, Professor of Practice, Guggenheim School of Aerospace Engineering
Speyer, Robert F., PhD in Ceramic Sciences and Engineering – University of Illinois–Urbana Champaign, Professor, School of Materials Science and Engineering
Srinivasarao, Mohan, PhD in Chemistry – Carnegie Mellon University, Professor, School of Materials Science and Engineering
Stacey, Weston M., PhD in Nuclear Engineering – Massachusetts Institute of Technology, Regents' Professor, Woodruff School of Mechanical Engineering
Stanley, Garrett Baker, PhD in Mechanical Engineering – University of California–Berkeley, Associate Professor, Coulter Department of Biomedical Engineering (Tech/Emory)
Steffes, Paul G., PhD in Electrical Engineering – Stanford University, Associate Chair, School of Electrical and Computer Engineering
Stieglitz, Marc, PhD in Geological Sciences – Columbia University, Associate Professor, School of Civil and Environmental Engineering
Stoesser, Thorsten, PhD in Civil Engineering – University of Bristol, Bristol United Kingdom, Assistant Professor, School of Civil and Environmental Engineering
Streator, Jeffrey L., PhD in Mechanical Engineering – University of California–Berkeley, Associate Professor, Woodruff School of Mechanical Engineering
Stuber, Gordon L., PhD in Electrical Engineering – University of Waterloo, Professor, School of Electrical and Computer Engineering
Sturm, Terry W., PhD in Engineering – University of Iowa, Professor, School of Civil and Environmental Engineering
Styczynski, Mark P., PhD in Chemical Engineering – Massachusetts Institute of Technology, Assistant Professor, School of Chemical and Biomolecular Engineering
Sulcheck, Todd A., PhD in Applied Physics – Stanford University, Assistant Professor, Woodruff School of Mechanical Engineering
Summers, Christopher, PhD in Physics – Reading University, Professor, School of Materials Science and Engineering
Swaminathan, Madhavan, PhD in Electrical Engineering – Syracuse University, Professor, School of Electrical and Computer Engineering
Swann, Julie L., PhD in Industrial/Manufacturing Engineering – Northwestern University, Associate Professor, Stewart School of Industrial and Systems Engineering
Taillefert, Martial, PhD in Civil Engineering – Northwestern University, Associate Professor, School of Earth and Atmospheric Sciences
Taite, Lakeshia J.., PhD in Bioengineering and Biomedical Engineering – Rice University, Assistant Professor, School of Chemical and Biomolecular Engineering
Tannenbaum, Allen R., PhD in Mathematics – Harvard University, Professor, School of Electrical and Computer Engineering
Tannenbaum, Rina, DSC in Chemical Engineering –ETH Swiss Federal Institute of Technology, Professor, School of Materials Science and Engineering
Taylor, David G., PhD in Electrical Engineering – University of Illinois–Urbana Champaign, Professor, School of Electrical and Computer Engineering
Teizer, Jochen, PhD in Civil Engineering – University of Texas–Austin, Assistant Professor, School of Civil and Environmental Engineering
Teja, Amyn S., PhD in Chemical Engineering – Imperial College (United Kingdom), Regents' Professor, School of Chemical and Biomolecular Engineering
Temenoff, Johnna Sue, PhD in Bioengineering and Biomedical Engineering – Rice University, Assistant Professor, Coulter Department of Biomedical Engineering (Tech/Emory)
Tentzeris, Emmanouil M., PhD in Electrical Engineering – University of Michigan–Ann Arbor, Professor, School of Electrical and Computer Engineering
Thadhani, Naresh N., PhD in Physical Metallurgy – New Mexico Institute of Mining, Associate Chair, School of Materials Science and Engineering
Thio, Yonathan S., PhD in Chemical Engineering – Massachusetts Institute of Technology, Assistant Professor, School of Materials Science and Engineering
Thomas, Valerie M., PhD in Physics – Cornell University, Associate Professor, Stewart School of Industrial and Systems Engineering
Tovey, Craig A., PhD in Operations Research – Stanford University, Professor, Stewart School of Industrial and Systems Engineering
Traynor, Patrick Gerard, PhD in Computer Science and Engineering – Pennsylvania State University, Assistant Professor, School of Computer Science
Tsai, Yi–Chang James, PhD in Civil Engineering – Georgia Institute of Technology, Associate Professor, School of Civil and Environmental Engineering
Tsiotras, Panagiotis, PhD in Aerospace Engineering – Purdue University, Professor, Guggenheim School of Aerospace Engineering
Tsui, Kwok–Leung, PhD in Mathematical Statistics – University of Wisconsin–Madison, Professor, Stewart School of Industrial and Systems Engineering
Tsukruk, Vladimir V., PhD in Polymer Chemistry – National Academy of Science of Ukraine, Professor, School of Materials Science and Engineering
Tummala, Rao R., PhD in Ceramic Sciences and Engineering – University of Illinois–Urbana Champaign, Professor, School of Electrical and Computer Engineering
Ueda, Jun, PhD in Mechanical Engineering – Kyoto University, Assistant Professor, Woodruff School of Mechanical Engineering
Ume, Ifeanyi Charles, PhD in Mechanical Engineering – University of South Carolina, Professor, Woodruff School of Mechanical Engineering
Vande Vate, John, PhD in Electrical Engineering – Massachusetts Institute of Technology, Professor, Stewart School of Industrial and Systems Engineering
Vela, Patricio Antonio, PhD in Engineering – California Institute of Technology, Assistant Professor, School of Electrical and Computer Engineering
Vengazhiyil, Roshan J., PhD in Statistics – University of Michigan–Ann Arbor, Associate Professor, Stewart School of Industrial and Systems Engineering
Verriest, Erik I., PhD in Electrical Engineering – Stanford University, Professor, School of Electrical and Computer Engineering
Vidakovic, Branislav, PhD in Statistics – Purdue University, Professor, Stewart School of Industrial and Systems Engineering
Volovoi, Vitali, PhD in Aerospace Engineering – Georgia Institute of Technology, Assistant Professor, Guggenheim School of Aerospace Engineering
Voss, Paul L., PhD in Electrical Engineering – Northwestern University, Assistant Professor, School of Electrical and Computer Engineering
Vuduc, Richard Wilson, PhD in Computer Science – University of California–Berkeley, Assistant Professor, School of Computational Science and Engineering
Walker, Mitchell L.R.., PhD in Aerospace Engineering – University of Michigan–Ann Arbor, Assistant Professor, Guggenheim School of Aerospace Engineering
Walton, Krista, PhD in Chemical Engineering – Vanderbilt University, Assistant Professor, School of Chemical and Biomolecular Engineering
Wang, C K Chris, PhD in Nuclear Engineering – The Ohio State University, Professor, Woodruff School of Mechanical Engineering
Wang, Dongmei, PhD in Electrical Engineering – Georgia Institute of Technology, Associate Professor, Coulter Department of Biomedical Engineering (Tech/Emory)
Wang, Yan, PhD in Mechanical Engineering – University of Pittsburgh, Assistant Professor, Woodruff School of Mechanical Engineering
Wang, Yang, PhD in Civil Engineering – Stanford University, Assistant Professor, School of Civil and Environmental Engineering
Wang, Youjiang, PhD in Mechanical Engineering – Massachusetts Institute of Technology, Professor, School of Materials Science and Engineering
Wang, Zhong Lin, PhD in Physics – Arizona State University, Regents' Professor, School of Materials Science and Engineering
Wardi, Yorai, PhD in Electrical Engineering – University of California–Berkeley, Professor, School of Electrical and Computer Engineering
Weber, Rodney J., PhD in Mechanical Engineering – University of Minnesota–Twin Cities, Professor, School of Earth and Atmospheric Sciences
Webster, Donald R., PhD in Mechanical Engineering – University of California–Davis, Associate Chair, School of Civil and Environmental Engineering
Webster, Peter J., PhD in Atmospheric Sciences and Meteo – Massachusetts Institute of Technology, Professor, School of Civil and Environmental Engineering
Wepfer, William J., PhD in Mechanical Engineering – University of Wisconsin–Madison, Chair, Woodruff School of Mechanical Engineering
White, Chelsea C., PhD in Computer Engineering – University of Michigan–Ann Arbor, Professor, Stewart School of Industrial and Systems Engineering
White, Donald W., PhD in Structural Engineering – Cornell University, Professor, School of Civil and Environmental Engineering
Wilhite, Alan W., PhD in Aerospace Engineering – North Carolina State University, Professor, Guggenheim School of Aerospace Engineering
Will, Kenneth M., PhD in Civil Engineering – University of Texas–Austin, Associate Chair, School of Civil and Environmental Engineering
Williams, Douglas B., PhD in Electrical Engineering – Rice University, Associate Chair, School of Electrical and Computer Engineering
Wills, Donald Scott, PhD in Electrical Engineering – Massachusetts Institute of Technology, Professor, School of Electrical and Computer Engineering
Wills, Linda M., PhD in Computer and Information Scien – Massachusetts Institute of Technology, Associate Professor, School of Electrical and Computer Engineering
Wolf, Marilyn C., PhD in Electrical Engineering – Stanford University, Professor, School of Electrical and Computer Engineering
Wong, C P., PhD in Organic Chemistry – Pennsylvania State University, Regents' Professor, School of Materials Science and Engineering
Work, Paul A., PhD in Ocean Engineering – University of Florida, Associate Chair, School of Civil and Environmental Engineering
Wu, Chien–Fu Jeff, PhD in Mathematical Statistics – University of California–Berkeley, Professor, Stewart School of Industrial and Systems Engineering
Wu, Hongwei, PhD in Electrical Engineering – University of Southern California, Assistant Professor, School of Electrical and Computer Engineering
Yalamanchili, Sudhakar, PhD in Electrical Engineering – University of Texas–Austin, Professor, School of Electrical and Computer Engineering
Yang, Vigor, PhD in Mechanical Engineering – California Institute of Technology, Chair, Guggenheim School of Aerospace Engineering
Yao, Donggang, PhD in Mechanical Engineering – University of Massachusetts, Associate Professor, School of Materials Science and Engineering
Yavari, Arash, PhD in Applied Mechanics – California Institute of Technology, Assistant Professor, School of Civil and Environmental Engineering
Yeung, Pui–Kuen, PhD in Mechanical Engineering – Cornell University, Professor, Guggenheim School of Aerospace Engineering
Yezzi, Anthony Joseph, PhD in Electrical Engineering – University of Minnesota–Twin Cities, Professor, School of Electrical and Computer Engineering
Yiacoumi, Sotira, PhD in Civil Engineering – Syracuse University, Professor, School of Civil and Environmental Engineering
Yoda, Minami, PhD in Aerospace Engineering – Stanford University, Professor, Woodruff School of Mechanical Engineering
Yoder, Paul Douglas, PhD in Electrical Engineering – University of Illinois–Urbana Champaign, Associate Professor, Georgia Tech Savannah
Yoganathan, Ajit, PhD in Chemical Engineering – California Institute of Technology, Associate Chair, School of Chemical and Biomolecular Engineering
Yuan, Ming, PhD in Statistics – University of Wisconsin–Madison, Associate Professor, Stewart School of Industrial and Systems Engineering
Yushin, Gleb, PhD in Materials Science – North Carolina State University–Raleigh, Assistant Professor, School of Materials Science and Engineering
Zamir, Evan A., DSC in Bioengineering and Biomedical Engineering – Washington University, Assistant Professor, Woodruff School of Mechanical Engineering
Zha, Hongyuan, PhD in Scientific Computing/Computer Math – Stanford University, Professor, School of Computational Science and Engineering
Zhang, Fumin, PhD in Electrical Engineering – University of Maryland College Park, Assistant Professor, School of Electrical and Computer Engineering
Zhang, Ying, PhD in Systems Engineering – University of California–Berkeley, Assistant Professor, Georgia Tech Savannah
Zhang, Zhuomin, PhD in Mechanical Engineering – Massachusetts Institute of Technology, Professor, Woodruff School of Mechanical Engineering
Zhou, Chen, PhD in Engineering – Pennsylvania State University, Associate Chair, Stewart School of Industrial and Systems Engineering
Zhou, Guotong, PhD in Electrical Engineering – University of Virginia, Professor, School of Electrical and Computer Engineering
Zhou, Min, PhD in Mechanical Engineering – Brown University, Professor, Woodruff School of Mechanical Engineering
Zhu, Cheng, PhD in Engineering Mechanics – Columbia University, Regents' Professor, Coulter Department of Biomedical Engineering (Tech/Emory)
Zhu, Lei, PhD in Electrical Engineering – Stanford University, Assistant Professor, Woodruff School of Mechanical Engineering
Zhu, Ting, PhD in Mechanical Engineering – Massachusetts Institute of Technology, Associate Professor, Woodruff School of Mechanical Engineering
Zureick, Abdulhamid, PhD in Civil Engineering – University of Illinois–Urbana Champaign, Professor, School of Civil and Environmental Engineering
